dteday,season,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered
2011-05-28,2,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33
2011-05-28,2,8,0,6,0,1,0.62,0.5909,0.78,0.194,27,75
2011-05-28,2,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116
2011-05-28,2,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166
2011-05-28,2,11,0,6,0,1,0.7,0.6515,0.65,0.2239,171,178
2011-05-28,2,12,0,6,0,1,0.72,0.6667,0.58,0.2537,145,213
2011-05-28,2,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217
2011-05-28,2,14,0,6,0,1,0.74,0.6818,0.58,0.2239,172,210
2011-05-28,2,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187,187
2011-05-28,2,16,0,6,0,1,0.76,0.697,0.55,0.2836,201,201
2011-05-28,2,17,0,6,0,1,0.74,0.6818,0.55,0.2985,180,161
2011-05-28,2,18,0,6,0,1,0.72,0.6818,0.62,0.2537,173,212
2011-05-28,2,19,0,6,0,1,0.7,0.6515,0.65,0.194,99,153
2011-05-28,2,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128
2011-05-28,2,21,0,6,0,1,0.66,0.6212,0.74,0.2985,87,114
2011-05-28,2,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115
2011-05-28,2,23,0,6,0,1,0.64,0.5758,0.83,0.194,44,81
2011-05-29,2,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51
2011-05-29,2,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49
2011-05-29,2,2,0,0,0,1,0.62,0.5606,0.88,0.1045,12,49
2011-05-29,2,3,0,0,0,1,0.62,0.5606,0.88,0.1045,2,24
2011-05-29,2,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10
2011-05-29,2,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,3
2011-05-29,2,6,0,0,0,2,0.62,0.5606,0.88,0.194,5,10
2011-05-29,2,7,0,0,0,2,0.62,0.5606,0.88,0.2537,13,17
2011-05-29,2,8,0,0,0,2,0.62,0.5606,0.88,0.2239,34,62
2011-05-29,2,9,0,0,0,2,0.62,0.5455,0.94,0.2537,74,78
2011-05-29,2,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121
2011-05-29,2,11,0,0,0,2,0.66,0.6061,0.83,0.2836,139,180
2011-05-29,2,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186
2011-05-29,2,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181
2011-05-29,2,14,0,0,0,1,0.74,0.697,0.7,0.2836,183,168
2011-05-29,2,15,0,0,0,1,0.74,0.697,0.7,0.2985,221,155
2011-05-29,2,16,0,0,0,1,0.74,0.697,0.7,0.2836,194,167
2011-05-29,2,17,0,0,0,1,0.74,0.697,0.7,0.2836,214,169
2011-05-29,2,18,0,0,0,1,0.72,0.697,0.74,0.2836,151,177
2011-05-29,2,19,0,0,0,1,0.72,0.697,0.74,0.2537,141,146
2011-05-29,2,20,0,0,0,1,0.7,0.6667,0.79,0.194,91,128
2011-05-29,2,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122
2011-05-29,2,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93
2011-05-29,2,23,0,0,0,1,0.66,0.5909,0.89,0.1642,48,87
2011-05-30,2,0,1,1,0,1,0.64,0.5606,0.94,0.194,38,65
2011-05-30,2,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53
2011-05-30,2,2,1,1,0,1,0.64,0.5606,0.94,0.194,17,28
2011-05-30,2,3,1,1,0,1,0.64,0.5606,0.94,0.194,10,8
2011-05-30,2,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4
2011-05-30,2,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6
2011-05-30,2,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10
2011-05-30,2,7,1,1,0,2,0.64,0.5606,0.94,0,12,19
2011-05-30,2,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58
2011-05-30,2,9,1,1,0,1,0.72,0.697,0.74,0.0896,47,81
2011-05-30,2,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153
2011-05-30,2,11,1,1,0,1,0.82,0.7727,0.52,0,153,168
2011-05-30,2,12,1,1,0,1,0.86,0.803,0.47,0.1045,179,187
2011-05-30,2,13,1,1,0,1,0.86,0.7879,0.44,0.0896,133,217
2011-05-30,2,14,1,1,0,1,0.88,0.803,0.39,0,142,185
2011-05-30,2,15,1,1,0,1,0.88,0.803,0.39,0.2537,132,179
2011-05-30,2,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208
2011-05-30,2,17,1,1,0,1,0.86,0.7879,0.41,0.2239,102,202
2011-05-30,2,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172
2011-05-30,2,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157
2011-05-30,2,20,1,1,0,1,0.76,0.7121,0.58,0,69,168
2011-05-30,2,21,1,1,0,1,0.74,0.697,0.7,0.1343,42,107
2011-05-30,2,22,1,1,0,1,0.72,0.697,0.74,0.1642,26,80
2011-05-30,2,23,1,1,0,1,0.7,0.6667,0.84,0.1045,14,34
2011-05-31,2,0,0,2,1,1,0.7,0.6667,0.79,0.0896,9,20
2011-05-31,2,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9
2011-05-31,2,2,0,2,1,2,0.66,0.5909,0.94,0.1343,5,7
2011-05-31,2,3,0,2,1,2,0.64,0.5606,0.94,0,1,3
2011-05-31,2,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,3
2011-05-31,2,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,26
2011-05-31,2,6,0,2,1,1,0.68,0.6364,0.79,0.0896,11,98
2011-05-31,2,7,0,2,1,1,0.74,0.697,0.66,0.1045,16,219
2011-05-31,2,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372
2011-05-31,2,9,0,2,1,1,0.8,0.7576,0.55,0.1343,22,153
2011-05-31,2,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72
2011-05-31,2,11,0,2,1,1,0.86,0.803,0.47,0,28,78
2011-05-31,2,12,0,2,1,1,0.86,0.803,0.47,0.1343,37,125
2011-05-31,2,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110
2011-05-31,2,14,0,2,1,1,0.9,0.8182,0.37,0,41,99
2011-05-31,2,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133
2011-05-31,2,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205
2011-05-31,2,17,0,2,1,1,0.84,0.803,0.53,0.2239,67,428
2011-05-31,2,18,0,2,1,1,0.84,0.803,0.53,0.194,55,362
2011-05-31,2,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246
2011-05-31,2,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213
2011-05-31,2,21,0,2,1,1,0.76,0.7273,0.66,0.1045,45,165
2011-05-31,2,22,0,2,1,1,0.74,0.697,0.7,0.1642,42,117
2011-05-31,2,23,0,2,1,1,0.72,0.697,0.79,0.0896,15,46
2011-06-01,2,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25
2011-06-01,2,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9
2011-06-01,2,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3
2011-06-01,2,3,0,3,1,1,0.68,0.6364,0.89,0.194,0,6
2011-06-01,2,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4
2011-06-01,2,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19
2011-06-01,2,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121
2011-06-01,2,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265
2011-06-01,2,8,0,3,1,2,0.72,0.697,0.79,0.194,37,417
2011-06-01,2,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173
2011-06-01,2,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84
2011-06-01,2,11,0,3,1,2,0.82,0.803,0.59,0.2239,26,86
2011-06-01,2,12,0,3,1,1,0.86,0.8333,0.53,0,32,137
2011-06-01,2,13,0,3,1,1,0.9,0.8182,0.37,0.194,29,125
2011-06-01,2,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105
2011-06-01,2,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127
2011-06-01,2,16,0,3,1,1,0.86,0.803,0.47,0.2985,39,227
2011-06-01,2,17,0,3,1,1,0.86,0.803,0.47,0.2985,52,434
2011-06-01,2,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278
2011-06-01,2,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248
2011-06-01,2,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233
2011-06-01,2,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161
2011-06-01,2,22,0,3,1,1,0.74,0.697,0.66,0.1343,14,115
2011-06-01,2,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59
2011-06-02,2,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31
2011-06-02,2,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12
2011-06-02,2,2,0,4,1,1,0.7,0.6364,0.39,0,0,6
2011-06-02,2,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4
2011-06-02,2,4,0,4,1,1,0.66,0.6212,0.41,0.194,0,3
2011-06-02,2,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28
2011-06-02,2,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106
2011-06-02,2,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285
2011-06-02,2,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442
2011-06-02,2,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197
2011-06-02,2,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106
2011-06-02,2,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123
2011-06-02,2,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193
2011-06-02,2,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168
2011-06-02,2,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142
2011-06-02,2,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144
2011-06-02,2,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255
2011-06-02,2,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484
2011-06-02,2,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451
2011-06-02,2,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321
2011-06-02,2,20,0,4,1,1,0.7,0.6364,0.24,0.194,51,286
2011-06-02,2,21,0,4,1,1,0.66,0.6212,0.31,0.194,33,215
2011-06-02,2,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141
2011-06-02,2,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89
2011-06-03,2,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53
2011-06-03,2,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15
2011-06-03,2,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12
2011-06-03,2,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5
2011-06-03,2,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5
2011-06-03,2,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24
2011-06-03,2,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98
2011-06-03,2,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252
2011-06-03,2,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471
2011-06-03,2,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194
2011-06-03,2,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107
2011-06-03,2,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135
2011-06-03,2,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208
2011-06-03,2,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190
2011-06-03,2,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174
2011-06-03,2,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156
2011-06-03,2,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286
2011-06-03,2,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485
2011-06-03,2,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488
2011-06-03,2,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338
2011-06-03,2,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236
2011-06-03,2,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196
2011-06-03,2,22,0,5,1,1,0.62,0.6212,0.35,0,26,145
2011-06-03,2,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141
2011-06-04,2,0,0,6,0,1,0.56,0.5303,0.52,0,24,69
2011-06-04,2,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80
2011-06-04,2,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41
2011-06-04,2,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10
2011-06-04,2,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11
2011-06-04,2,5,0,6,0,1,0.5,0.4848,0.64,0,3,5
2011-06-04,2,6,0,6,0,1,0.54,0.5152,0.6,0,11,17
2011-06-04,2,7,0,6,0,1,0.56,0.5303,0.56,0,27,60
2011-06-04,2,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96
2011-06-04,2,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169
2011-06-04,2,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202
2011-06-04,2,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249
2011-06-04,2,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270
2011-06-04,2,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268
2011-06-04,2,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258
2011-06-04,2,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224
2011-06-04,2,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272
2011-06-04,2,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202
2011-06-04,2,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214
2011-06-04,2,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206
2011-06-04,2,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149
2011-06-04,2,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139
2011-06-04,2,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141
2011-06-04,2,23,0,6,0,2,0.64,0.6212,0.57,0,29,121
2011-06-05,2,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90
2011-06-05,2,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70
2011-06-05,2,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48
2011-06-05,2,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25
2011-06-05,2,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8
2011-06-05,2,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5
2011-06-05,2,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11
2011-06-05,2,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19
2011-06-05,2,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74
2011-06-05,2,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111
2011-06-05,2,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168
2011-06-05,2,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214
2011-06-05,2,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212
2011-06-05,2,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213
2011-06-05,2,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224
2011-06-05,2,15,0,0,0,1,0.7,0.6515,0.54,0,161,256
2011-06-05,2,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260
2011-06-05,2,17,0,0,0,1,0.74,0.6667,0.51,0,126,264
2011-06-05,2,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239
2011-06-05,2,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249
2011-06-05,2,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195
2011-06-05,2,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111
2011-06-05,2,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94
2011-06-05,2,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61
2011-06-06,2,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18
2011-06-06,2,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5
2011-06-06,2,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4
2011-06-06,2,3,0,1,1,1,0.58,0.5455,0.88,0,2,3
2011-06-06,2,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4
2011-06-06,2,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24
2011-06-06,2,6,0,1,1,1,0.58,0.5455,0.88,0,11,101
2011-06-06,2,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281
2011-06-06,2,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410
2011-06-06,2,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162
2011-06-06,2,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64
2011-06-06,2,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72
2011-06-06,2,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128
2011-06-06,2,13,0,1,1,1,0.78,0.6818,0.35,0,28,152
2011-06-06,2,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99
2011-06-06,2,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127
2011-06-06,2,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233
2011-06-06,2,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516
2011-06-06,2,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500
2011-06-06,2,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343
2011-06-06,2,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277
2011-06-06,2,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160
2011-06-06,2,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137
2011-06-06,2,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55
2011-06-07,2,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15
2011-06-07,2,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2
2011-06-07,2,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2
2011-06-07,2,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1
2011-06-07,2,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3
2011-06-07,2,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30
2011-06-07,2,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116
2011-06-07,2,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311
2011-06-07,2,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432
2011-06-07,2,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190
2011-06-07,2,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86
2011-06-07,2,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113
2011-06-07,2,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141
2011-06-07,2,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141
2011-06-07,2,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112
2011-06-07,2,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127
2011-06-07,2,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253
2011-06-07,2,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475
2011-06-07,2,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479
2011-06-07,2,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355
2011-06-07,2,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301
2011-06-07,2,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187
2011-06-07,2,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126
2011-06-07,2,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72
2011-06-08,2,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29
2011-06-08,2,1,0,3,1,1,0.66,0.6061,0.78,0,3,20
2011-06-08,2,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7
2011-06-08,2,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1
2011-06-08,2,4,0,3,1,1,0.62,0.5758,0.83,0,0,6
2011-06-08,2,5,0,3,1,1,0.62,0.5606,0.88,0,0,21
2011-06-08,2,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103
2011-06-08,2,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329
2011-06-08,2,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435
2011-06-08,2,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168
2011-06-08,2,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63
2011-06-08,2,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106
2011-06-08,2,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134
2011-06-08,2,13,0,3,1,1,0.9,0.8485,0.42,0,20,116
2011-06-08,2,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111
2011-06-08,2,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100
2011-06-08,2,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199
2011-06-08,2,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426
2011-06-08,2,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398
2011-06-08,2,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323
2011-06-08,2,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225
2011-06-08,2,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168
2011-06-08,2,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139
2011-06-08,2,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98
2011-06-09,2,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40
2011-06-09,2,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13
2011-06-09,2,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6
2011-06-09,2,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2
2011-06-09,2,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4
2011-06-09,2,5,0,4,1,2,0.7,0.6667,0.84,0,1,19
2011-06-09,2,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105
2011-06-09,2,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283
2011-06-09,2,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400
2011-06-09,2,9,0,4,1,1,0.84,0.7879,0.49,0,20,148
2011-06-09,2,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74
2011-06-09,2,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82
2011-06-09,2,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100
2011-06-09,2,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118
2011-06-09,2,14,0,4,1,1,0.92,0.8788,0.4,0.194,25,93
2011-06-09,2,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86
2011-06-09,2,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170
2011-06-09,2,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355
2011-06-09,2,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414
2011-06-09,2,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271
2011-06-09,2,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214
2011-06-09,2,21,0,4,1,3,0.76,0.697,0.52,0,29,142
2011-06-09,2,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131
2011-06-09,2,23,0,4,1,2,0.74,0.697,0.57,0.1642,15,82
2011-06-10,2,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61
2011-06-10,2,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18
2011-06-10,2,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7
2011-06-10,2,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3
2011-06-10,2,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4
2011-06-10,2,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28
2011-06-10,2,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94
2011-06-10,2,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242
2011-06-10,2,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423
2011-06-10,2,9,0,5,1,1,0.76,0.697,0.55,0,37,176
2011-06-10,2,10,0,5,1,1,0.78,0.7121,0.52,0,23,88
2011-06-10,2,11,0,5,1,1,0.82,0.7576,0.46,0,46,107
2011-06-10,2,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167
2011-06-10,2,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149
2011-06-10,2,14,0,5,1,1,0.86,0.7727,0.39,0,44,121
2011-06-10,2,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163
2011-06-10,2,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239
2011-06-10,2,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454
2011-06-10,2,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367
2011-06-10,2,19,0,5,1,1,0.78,0.7424,0.59,0.194,61,245
2011-06-10,2,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197
2011-06-10,2,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163
2011-06-10,2,22,0,5,1,1,0.72,0.697,0.74,0.2537,40,145
2011-06-10,2,23,0,5,1,1,0.72,0.697,0.74,0.1642,36,110
2011-06-11,2,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89
2011-06-11,2,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67
2011-06-11,2,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50
2011-06-11,2,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18
2011-06-11,2,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9
2011-06-11,2,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12
2011-06-11,2,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31
2011-06-11,2,7,0,6,0,1,0.72,0.6667,0.58,0.194,18,50
2011-06-11,2,8,0,6,0,1,0.74,0.6818,0.58,0.194,32,111
2011-06-11,2,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171
2011-06-11,2,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173
2011-06-11,2,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215
2011-06-11,2,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235
2011-06-11,2,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237
2011-06-11,2,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232
