,AWND,Base,Day,Dropoff_latitude,Dropoff_longitude,Ehail_fee,Extra,Fare_amount,Lpep_dropoff_datetime,MTA_tax,PRCP,Passenger_count,Payment_type,Pickup_latitude,Pickup_longitude,RateCodeID,SNOW,SNWD,Store_and_fwd_flag,TMAX,TMIN,Tip_amount,Tolls_amount,Total_amount,Trip_distance,Trip_type,Type,VendorID,lpep_pickup_datetime,Trip Length (min)
573654,4.7,,1,40.7632141113,-73.8867797852,,0.0,14.0,2014-04-01 10:24:24,0.5,0.0,1.0,2.0,40.752006530799996,-73.92891693119999,1.0,0.0,0.0,N,60,39,0.0,0.0,14.5,2.85,1.0,0,2.0,2014-04-01 10:07:47,16.0
1436049,6.3,,20,40.6328773499,-73.9953079224,,0.5,35.0,2014-04-20 21:09:14,0.5,0.0,1.0,2.0,40.6911888123,-73.9110183716,1.0,0.0,0.0,N,60,45,0.0,0.0,36.0,11.24,1.0,0,2.0,2014-04-20 20:35:28,33.0
941268,6.9,,9,40.7609939575,-73.93565368649999,,0.5,7.0,2014-04-09 20:07:14,0.5,0.0,1.0,2.0,40.7594184875,-73.9198226929,1.0,0.0,0.0,N,61,45,0.0,0.0,8.0,1.18,1.0,0,2.0,2014-04-09 19:59:49,7.0
705826,8.5,,4,40.7759094238,-73.9509811401,,1.0,16.0,2014-04-04 17:06:28,0.5,0.21,1.0,2.0,40.819717407199995,-73.9516372681,1.0,0.0,0.0,N,47,40,0.0,0.0,17.5,4.0,,0,1.0,2014-04-04 16:46:57,19.0
1104441,5.8,,13,40.6235351562,-74.0005722046,,0.5,14.5,2014-04-13 01:56:17,0.5,0.0,1.0,1.0,40.6319007874,-73.94673919680001,1.0,0.0,0.0,N,77,54,0.0,0.0,15.5,3.79,1.0,0,2.0,2014-04-13 01:41:52,14.0
386142,6.9,B02682,8,,,,,21.1131835131,2014-04-08 08:41:00,,0.34,,,40.7237,-73.9781,,0.0,0.0,,64,46,,,,3.5068939812099997,,1,,2014-04-08 08:30:00,11.0
1117311,5.8,,13,40.7744941711,-73.9040298462,,0.0,4.5,2014-04-13 10:49:47,0.5,0.0,1.0,2.0,40.7674407959,-73.91221618649999,1.0,0.0,0.0,N,77,54,0.0,0.0,5.0,0.74,1.0,0,2.0,2014-04-13 10:46:58,2.0
213108,8.3,B02598,30,,,,,22.3789278581,2014-04-30 17:34:00,,4.97,,,40.7233,-74.0094,,0.0,0.0,,52,41,,,,3.25421473935,,1,,2014-04-30 17:23:00,11.0
1080498,4.3,,12,40.7645759583,-73.9880599976,,0.0,21.5,2014-04-12 20:00:00,0.5,0.0,5.0,1.0,40.7673110962,-73.92324829100001,1.0,0.0,0.0,N,73,50,4.3,0.0,26.3,4.74,1.0,0,2.0,2014-04-12 19:32:10,27.0
415989,4.3,B02682,12,,,,,16.7708359974,2014-04-12 05:58:00,,0.0,,,40.6334,-74.0231,,0.0,0.0,,73,50,,,,1.83493534366,,1,,2014-04-12 05:51:00,7.0
1304998,5.4,,18,40.787998199499995,-73.9712753296,,0.0,6.5,2014-04-18 07:05:12,0.5,0.0,1.0,2.0,40.804092407199995,-73.96695709229999,1.0,0.0,0.0,N,49,35,0.0,0.0,7.0,1.4,1.0,0,2.0,2014-04-18 07:00:05,5.0
1632,2.0,B02512,2,,,,,35.5738679419,2014-04-02 15:28:00,,0.0,,,40.7642,-73.9921,,0.0,0.0,,54,42,,,,4.87141559681,,1,,2014-04-02 15:10:00,18.0
239894,4.3,B02617,6,,,,,29.264989535399998,2014-04-06 09:04:00,,0.0,,,40.7674,-73.9866,,0.0,0.0,,61,36,,,,4.50419446163,,1,,2014-04-06 08:48:00,16.0
1672007,5.4,,26,40.7217941284,-73.84335327149999,,0.0,15.5,2014-04-26 16:14:15,0.5,0.92,1.0,2.0,40.753524780300005,-73.8222351074,1.0,0.0,0.0,N,67,46,0.0,0.0,16.0,3.8,1.0,0,1.0,2014-04-26 15:56:23,17.0
914500,6.9,,9,40.7567596436,-73.899055481,,0.5,5.5,2014-04-09 04:28:51,0.5,0.0,1.0,2.0,40.7464027405,-73.89640808109999,1.0,0.0,0.0,N,61,45,0.0,0.0,6.5,1.0,,0,1.0,2014-04-09 04:23:38,5.0
1822472,8.9,,29,40.7748451233,-73.90363311770001,,0.5,6.5,2014-04-29 22:15:05,0.5,0.03,1.0,1.0,40.8044586182,-73.9376296997,1.0,0.0,0.0,N,52,43,1.4,0.0,8.9,1.36,1.0,0,2.0,2014-04-29 22:09:12,5.0
4644,8.5,B02512,4,,,,,23.3660973938,2014-04-04 16:00:00,,0.21,,,40.7557,-73.9921,,0.0,0.0,,47,40,,,,3.0832658471700003,,1,,2014-04-04 15:49:00,11.0
283836,5.6,B02617,19,,,,,28.722280264800002,2014-04-19 00:56:00,,0.0,,,40.7701,-73.9687,,0.0,0.0,,68,41,,,,3.36148900108,,1,,2014-04-19 00:45:00,11.0
1604578,4.9,,25,40.7109107971,-74.01052856449999,,0.0,14.0,2014-04-25 10:46:22,0.5,0.02,1.0,1.0,40.6864929199,-73.9745635986,1.0,0.0,0.0,N,63,44,0.0,0.0,14.5,3.13,1.0,0,2.0,2014-04-25 10:29:34,16.0
935279,6.9,,9,40.8703918457,-73.915184021,,1.0,15.5,2014-04-09 18:10:08,0.5,0.0,1.0,2.0,40.8465309143,-73.89408111569999,1.0,0.0,0.0,N,61,45,0.0,0.0,17.0,3.03,1.0,0,2.0,2014-04-09 17:48:39,21.0
1571879,8.5,,24,40.7163658142,-73.9616622925,,1.0,11.5,2014-04-24 16:35:19,0.5,0.0,5.0,2.0,40.6976699829,-73.9675369263,1.0,0.0,0.0,N,62,42,0.0,0.0,13.0,2.06,1.0,0,2.0,2014-04-24 16:21:10,14.0
349595,3.8,B02682,3,,,,,34.6466242396,2014-04-04 00:04:00,,0.07,,,40.7542,-73.9958,,0.0,0.0,,67,46,,,,5.27420669083,,1,,2014-04-03 23:48:00,16.0
503300,4.9,B02682,25,,,,,32.3123836298,2014-04-25 05:08:00,,0.02,,,40.6462,-73.7769,,0.0,0.0,,63,44,,,,3.66682834056,,1,,2014-04-25 04:53:00,15.0
1051211,4.3,,12,40.7263221741,-73.9562911987,,0.5,6.0,2014-04-12 03:51:56,0.5,0.0,1.0,1.0,40.718170166,-73.9595031738,1.0,0.0,0.0,N,73,50,1.3,0.0,8.3,1.07,1.0,0,2.0,2014-04-12 03:46:52,5.0
924632,6.9,,9,40.7463760376,-73.8923187256,,0.0,2.5,2014-04-09 12:29:02,0.5,0.0,6.0,2.0,40.7103805542,-73.963722229,1.0,0.0,0.0,N,61,45,0.0,0.0,3.0,0.0,1.0,0,2.0,2014-04-09 12:28:46,0.0
408736,5.8,B02682,11,,,,,13.2461795198,2014-04-11 10:00:00,,0.0,,,40.7311,-73.9938,,0.0,0.0,,75,56,,,,1.52396761985,,1,,2014-04-11 09:55:00,5.0
447921,7.6,B02682,16,,,,,17.5768316787,2014-04-16 21:55:00,,0.05,,,40.672,-73.9641,,0.0,0.0,,49,31,,,,1.52337205357,,1,,2014-04-16 21:49:00,6.0
183268,5.4,B02598,26,,,,,29.1916093521,2014-04-26 21:06:00,,0.92,,,40.76,-73.9841,,0.0,0.0,,67,46,,,,2.3709554007900002,,1,,2014-04-26 20:57:00,9.0
571228,4.7,,1,40.8268737793,-73.9243011475,,0.0,9.5,2014-04-01 09:03:28,0.5,0.0,2.0,2.0,40.8342628479,-73.9450302124,1.0,0.0,0.0,N,60,39,0.0,0.0,10.0,1.4,,0,1.0,2014-04-01 08:51:04,12.0
873774,6.0,,7,40.8428726196,-73.8932266235,,0.5,7.5,2014-04-07 22:32:56,0.5,0.52,1.0,2.0,40.8199882507,-73.9014816284,1.0,0.0,0.0,N,53,43,0.0,0.0,8.5,1.74,1.0,0,2.0,2014-04-07 22:26:16,6.0
251166,6.9,B02617,9,,,,,18.825759396400002,2014-04-09 16:47:00,,0.0,,,40.7331,-74.1728,,0.0,0.0,,61,45,,,,2.12261060896,,1,,2014-04-09 16:37:00,10.0
1635020,4.9,,25,40.764793396,-73.9121398926,,0.5,5.5,2014-04-25 22:12:56,0.5,0.02,1.0,2.0,40.7566757202,-73.9207687378,1.0,0.0,0.0,N,63,44,0.0,0.0,6.5,1.03,1.0,0,2.0,2014-04-25 22:07:48,5.0
1340058,5.4,,18,40.7452774048,-73.9979553223,,0.5,23.5,2014-04-18 23:04:58,0.5,0.0,2.0,1.0,40.7301864624,-73.954460144,1.0,0.0,0.0,N,49,35,4.8,0.0,29.3,6.32,1.0,0,2.0,2014-04-18 22:37:48,27.0
224147,2.0,B02617,2,,,,,20.4393542281,2014-04-02 16:42:00,,0.0,,,40.6447,-73.7825,,0.0,0.0,,54,42,,,,2.55843064945,,1,,2014-04-02 16:34:00,8.0
986502,6.9,,10,40.7997283936,-73.9325942993,,0.5,7.5,2014-04-10 21:44:53,0.5,0.0,1.0,2.0,40.8078956604,-73.9452514648,1.0,0.0,0.0,N,58,42,0.0,0.0,8.5,1.26,1.0,0,2.0,2014-04-10 21:36:51,8.0
648609,3.8,,3,40.8046264648,-73.9380111694,,0.0,6.5,2014-04-03 10:15:12,0.5,0.07,1.0,2.0,40.8022537231,-73.9496536255,1.0,0.0,0.0,N,67,46,0.0,0.0,7.0,0.91,1.0,0,2.0,2014-04-03 10:09:04,6.0
1741624,5.8,,27,40.774433136,-73.93673706050001,,0.0,9.5,2014-04-27 19:56:47,0.5,0.0,1.0,2.0,40.7590751648,-73.9191360474,1.0,0.0,0.0,N,59,47,0.0,0.0,10.0,2.08,1.0,0,2.0,2014-04-27 19:46:13,10.0
1805955,8.9,,29,40.7314491272,-73.8487625122,,0.0,5.0,2014-04-29 16:03:42,0.5,0.03,1.0,1.0,40.7210998535,-73.8440704346,1.0,0.0,0.0,N,52,43,1.5,0.0,7.0,0.77,1.0,0,2.0,2014-04-29 16:00:00,3.0
631202,2.0,,2,40.7574386597,-73.8672027588,,0.5,13.0,2014-04-02 20:30:20,0.5,0.0,1.0,1.0,40.7384757996,-73.8851928711,1.0,0.0,0.0,N,54,42,0.0,0.0,14.0,3.43,1.0,0,2.0,2014-04-02 20:18:11,12.0
1303259,5.4,,18,40.8074684143,-73.9585723877,,0.5,4.0,2014-04-18 03:29:30,0.5,0.0,1.0,2.0,40.8066215515,-73.96473693850001,1.0,0.0,0.0,N,49,35,0.0,0.0,5.0,0.38,1.0,0,2.0,2014-04-18 03:27:03,2.0
679057,3.8,,3,40.6988067627,-73.9248046875,,0.5,10.0,2014-04-03 23:31:32,0.5,0.07,1.0,2.0,40.7139511108,-73.9492645264,1.0,0.0,0.0,N,67,46,0.0,0.0,11.0,2.16,1.0,0,2.0,2014-04-03 23:20:35,10.0
78237,6.9,B02598,9,,,,,17.24942098,2014-04-09 15:49:00,,0.0,,,40.7281,-73.9951,,0.0,0.0,,61,45,,,,2.5548541481,,1,,2014-04-09 15:39:00,10.0
1273988,7.8,,17,40.7424888611,-73.9068908691,,0.0,3.5,2014-04-17 14:44:50,0.5,0.0,5.0,2.0,40.745338439899996,-73.9034957886,1.0,0.0,0.0,N,48,36,0.0,0.0,4.0,0.37,1.0,0,2.0,2014-04-17 14:42:24,2.0
458099,5.4,B02682,18,,,,,20.1434070085,2014-04-18 08:53:00,,0.0,,,40.7301,-73.9817,,0.0,0.0,,49,35,,,,1.91244269925,,1,,2014-04-18 08:44:00,9.0
377269,6.0,B02682,7,,,,,7.916058208330001,2014-04-07 08:00:00,,0.52,,,40.7879,-73.9759,,0.0,0.0,,53,43,,,,1.05506926046,,1,,2014-04-07 07:56:00,4.0
1312507,5.4,,18,40.678440094,-73.9906158447,,0.0,9.5,2014-04-18 12:18:03,0.5,0.0,1.0,2.0,40.6948165894,-73.9942321777,1.0,0.0,0.0,N,49,35,0.0,0.0,10.0,1.81,1.0,0,2.0,2014-04-18 12:05:44,12.0
456196,7.8,B02682,17,,,,,18.0587369595,2014-04-17 22:34:00,,0.0,,,40.7607,-73.9766,,0.0,0.0,,48,36,,,,3.6240306297800005,,1,,2014-04-17 22:22:00,12.0
706572,8.5,,4,40.7666625977,-73.9200973511,,1.0,11.0,2014-04-04 17:15:40,0.5,0.21,1.0,2.0,40.7457466125,-73.90342712399999,1.0,0.0,0.0,N,47,40,0.0,0.0,12.5,2.03,1.0,0,2.0,2014-04-04 17:01:58,13.0
634490,2.0,,2,40.7659988403,-73.9927444458,,0.5,19.5,2014-04-02 22:06:43,0.5,0.0,1.0,1.0,40.7593917847,-73.9198989868,1.0,0.0,0.0,N,54,42,0.0,0.0,20.5,4.87,1.0,0,2.0,2014-04-02 21:43:40,23.0
1171824,7.4,,14,40.8165588379,-73.95751190189999,,0.5,9.5,2014-04-14 20:12:23,0.5,0.0,1.0,1.0,40.842132568400004,-73.9424667358,1.0,0.0,0.0,N,75,59,0.0,0.0,10.5,2.05,1.0,0,2.0,2014-04-14 20:01:23,11.0
384496,6.0,B02682,7,,,,,22.389114419499997,2014-04-07 23:44:00,,0.52,,,40.7301,-74.0068,,0.0,0.0,,53,43,,,,2.16273336397,,1,,2014-04-07 23:36:00,8.0
1495095,5.6,,22,40.8032417297,-73.95653533939999,,1.0,6.0,2014-04-22 16:55:00,0.5,0.01,1.0,2.0,40.806903839099995,-73.9610748291,1.0,0.0,0.0,N,71,51,0.0,0.0,7.5,0.77,1.0,0,2.0,2014-04-22 16:48:46,6.0
1008113,5.8,,11,40.8568840027,-73.8821258545,,0.0,5.0,2014-04-11 12:49:26,0.5,0.0,2.0,2.0,40.8599472046,-73.8909988403,1.0,0.0,0.0,N,75,56,0.0,0.0,5.5,0.73,1.0,0,2.0,2014-04-11 12:44:40,4.0
548149,8.3,B02682,30,,,,,12.9650065925,2014-04-30 16:46:00,,4.97,,,40.7543,-73.9719,,0.0,0.0,,52,41,,,,2.1267276845299996,,1,,2014-04-30 16:38:00,8.0
1526950,9.4,,23,40.8121948242,-73.9480209351,,0.0,6.0,2014-04-23 14:38:15,0.5,0.0,1.0,2.0,40.8020362854,-73.9434509277,1.0,0.0,0.0,N,61,44,0.0,0.0,6.5,1.0,1.0,0,1.0,2014-04-23 14:31:57,6.0
517372,5.4,B02682,26,,,,,20.9843589192,2014-04-26 17:29:00,,0.92,,,40.74,-74.0059,,0.0,0.0,,67,46,,,,2.25982474749,,1,,2014-04-26 17:19:00,10.0
314986,4.3,B02617,28,,,,,23.659791129299997,2014-04-28 16:45:00,,0.0,,,40.7436,-73.9505,,0.0,0.0,,67,45,,,,3.3610777562400003,,1,,2014-04-28 16:34:00,11.0
866609,6.0,,7,40.7006340027,-73.7823638916,,1.0,53.0,2014-04-07 20:37:33,0.5,0.52,1.0,1.0,40.7951278687,-73.9330368042,1.0,0.0,0.0,N,53,43,0.0,5.33,59.83,15.5,,0,1.0,2014-04-07 19:35:01,2.0
1652321,5.4,,26,40.653911590599996,-73.95362854,,0.5,5.0,2014-04-26 03:19:08,0.5,0.92,1.0,2.0,40.6641616821,-73.9602813721,1.0,0.0,0.0,N,67,46,0.0,0.0,6.0,1.0,1.0,0,1.0,2014-04-26 03:15:30,3.0
356954,8.5,B02682,4,,,,,21.638880586,2014-04-04 18:32:00,,0.21,,,40.6444,-73.7834,,0.0,0.0,,47,40,,,,2.5744003915900002,,1,,2014-04-04 18:25:00,7.0
1860371,8.3,,30,40.657402038600004,-73.9580688477,,1.0,3.5,2014-04-30 19:17:53,0.5,4.97,1.0,1.0,40.6610412598,-73.9609222412,1.0,0.0,0.0,N,52,41,0.9,0.0,5.9,0.37,1.0,0,2.0,2014-04-30 19:16:02,1.0
1406926,6.3,,20,40.7335205078,-73.9547271729,,0.5,19.5,2014-04-20 03:14:41,0.5,0.0,1.0,1.0,40.6764602661,-73.98036193850001,1.0,0.0,0.0,N,60,45,4.0,0.0,24.5,5.79,1.0,0,2.0,2014-04-20 02:58:33,16.0
868009,6.0,,7,40.742988586399996,-73.8970718384,,0.5,5.0,2014-04-07 20:08:33,0.5,0.52,1.0,1.0,40.745765686,-73.9032592773,1.0,0.0,0.0,N,53,43,0.0,0.0,6.0,0.65,1.0,0,2.0,2014-04-07 20:04:04,4.0
1174943,7.4,,14,40.7832489014,-73.9549484253,,0.5,7.5,2014-04-14 21:40:07,0.5,0.0,1.0,1.0,40.804843902600005,-73.9386062622,1.0,0.0,0.0,N,75,59,1.0,0.0,9.5,1.92,1.0,0,2.0,2014-04-14 21:34:19,5.0
983246,6.9,,10,40.7103347778,-73.96328735350001,,0.5,6.0,2014-04-10 20:31:42,0.5,0.0,1.0,1.0,40.7184371948,-73.95710754390001,1.0,0.0,0.0,N,58,42,1.95,0.0,8.95,0.84,1.0,0,2.0,2014-04-10 20:24:49,6.0
1480592,5.6,,22,40.8151702881,-73.9394683838,,0.0,5.0,2014-04-22 07:52:49,0.5,0.01,1.0,2.0,40.8229904175,-73.9287261963,1.0,0.0,0.0,N,71,51,0.0,0.0,5.5,0.9,1.0,0,2.0,2014-04-22 07:49:04,3.0
1095701,4.3,,12,40.8314323425,-73.9485778809,,0.5,11.5,2014-04-12 23:34:09,0.5,0.0,1.0,1.0,40.8023452759,-73.95682525630001,1.0,0.0,0.0,N,73,50,0.0,0.0,12.5,2.45,1.0,0,2.0,2014-04-12 23:21:30,12.0
532083,4.3,B02682,28,,,,,20.281854855,2014-04-28 20:28:00,,0.0,,,40.7682,-73.8621,,0.0,0.0,,67,45,,,,3.7835289302199997,,1,,2014-04-28 20:16:00,12.0
1372310,5.6,,19,40.7375984192,-73.8463745117,,0.0,21.0,2014-04-19 16:55:13,0.5,0.0,1.0,2.0,40.752243041999996,-73.910194397,1.0,0.0,0.0,N,68,41,0.0,0.0,21.5,5.5,1.0,0,1.0,2014-04-19 16:31:53,23.0
422566,4.3,B02682,12,,,,,13.351567772300001,2014-04-12 23:54:00,,0.0,,,40.7536,-73.985,,0.0,0.0,,73,50,,,,2.4682370235900004,,1,,2014-04-12 23:46:00,8.0
284751,5.6,B02617,19,,,,,22.273611387800003,2014-04-19 14:19:00,,0.0,,,40.7455,-73.9925,,0.0,0.0,,68,41,,,,2.8515485888200005,,1,,2014-04-19 14:08:00,11.0
1233197,7.6,,16,40.8030815125,-73.9676513672,,0.0,4.5,2014-04-16 14:13:55,0.5,0.05,1.0,1.0,40.8092956543,-73.9593963623,1.0,0.0,0.0,N,49,31,1.0,0.0,6.0,0.8,1.0,0,1.0,2014-04-16 14:10:54,3.0
1761798,4.3,,28,40.8559341431,-73.9341812134,,0.0,3.5,2014-04-28 10:27:44,0.5,0.0,1.0,2.0,40.8594932556,-73.9313354492,1.0,0.0,0.0,N,67,45,0.0,0.0,4.0,0.31,1.0,0,2.0,2014-04-28 10:25:58,1.0
674082,3.8,,3,40.7869682312,-73.9774093628,,0.5,12.5,2014-04-03 21:42:07,0.5,0.07,1.0,1.0,40.808647155799996,-73.9449310303,1.0,0.0,0.0,N,67,46,2.6,0.0,16.1,2.92,1.0,0,2.0,2014-04-03 21:28:26,13.0
959662,6.9,,10,40.734588623,-73.8196411133,,0.0,8.5,2014-04-10 09:51:17,0.5,0.0,1.0,1.0,40.720954895,-73.8441619873,1.0,0.0,0.0,N,58,42,1.7,0.0,10.7,1.88,1.0,0,2.0,2014-04-10 09:43:34,7.0
1415921,6.3,,20,40.7441558838,-73.891746521,,0.0,5.0,2014-04-20 11:00:48,0.5,0.0,1.0,2.0,40.7380027771,-73.8770828247,1.0,0.0,0.0,N,60,45,0.0,0.0,5.5,0.88,1.0,0,2.0,2014-04-20 10:56:22,4.0
255319,6.9,B02617,10,,,,,18.8725650173,2014-04-10 18:41:00,,0.0,,,40.7474,-73.9932,,0.0,0.0,,58,42,,,,3.5125475783699995,,1,,2014-04-10 18:29:00,12.0
1861,2.0,B02512,2,,,,,25.429831329699997,2014-04-02 17:24:00,,0.0,,,40.7629,-73.9775,,0.0,0.0,,54,42,,,,2.6895483745499997,,1,,2014-04-02 17:13:00,11.0
1274550,7.8,,17,40.8762016296,-73.8493423462,,0.0,8.0,2014-04-17 15:07:55,0.5,0.0,1.0,2.0,40.8703956604,-73.8908843994,1.0,0.0,0.0,N,48,36,0.0,0.0,8.5,1.48,1.0,0,2.0,2014-04-17 14:58:55,9.0
1743213,5.8,,27,40.6624221802,-73.99239349369999,,0.5,5.5,2014-04-27 20:29:12,0.5,0.0,1.0,2.0,40.6742897034,-73.9819564819,1.0,0.0,0.0,N,59,47,0.0,0.0,6.5,0.9,1.0,0,1.0,2014-04-27 20:24:48,4.0
885944,6.9,,8,40.8123016357,-73.9399642944,,0.0,4.0,2014-04-08 10:56:10,0.5,0.34,5.0,2.0,40.849941253699996,-73.9350814819,1.0,0.0,0.0,N,64,46,0.0,0.0,4.5,0.62,1.0,0,2.0,2014-04-08 10:53:10,3.0
238496,8.5,B02617,5,,,,,24.3486533148,2014-04-05 22:21:00,,0.0,,,40.71,-73.9624,,0.0,0.0,,54,40,,,,2.09592448732,,1,,2014-04-05 22:13:00,8.0
767736,8.5,,5,40.7713661194,-73.9894866943,,0.0,14.5,2014-04-05 18:36:45,0.5,0.0,1.0,1.0,40.795810699499995,-73.9350891113,1.0,0.0,0.0,N,54,40,2.9,0.0,17.9,3.51,1.0,0,2.0,2014-04-05 18:20:54,15.0
823423,4.3,,6,40.7626228333,-73.9596786499,,0.0,34.0,2014-04-06 19:03:02,0.5,0.0,2.0,1.0,40.6741714478,-73.9631958008,1.0,0.0,0.0,N,61,36,2.0,0.0,36.5,7.6,,0,1.0,2014-04-06 18:15:11,47.0
911819,6.9,,9,40.7431144714,-73.8549957275,,0.5,10.5,2014-04-09 00:21:33,0.5,0.0,1.0,2.0,40.714969635,-73.8316726685,1.0,0.0,0.0,N,61,45,0.0,0.0,11.5,2.3,,0,1.0,2014-04-09 00:11:06,10.0
1088130,4.3,,12,40.7538604736,-73.8597869873,,0.5,10.5,2014-04-12 21:43:06,0.5,0.0,1.0,2.0,40.733745575,-73.8692779541,1.0,0.0,0.0,N,73,50,0.0,0.0,11.5,1.86,1.0,0,2.0,2014-04-12 21:29:51,13.0
58009,8.5,B02598,5,,,,,16.7072143497,2014-04-05 14:24:00,,0.0,,,40.7194,-73.9974,,0.0,0.0,,54,40,,,,3.43208429215,,1,,2014-04-05 14:15:00,9.0
583608,4.7,,1,40.7631912231,-73.9166717529,,1.0,5.5,2014-04-01 16:10:52,0.5,0.0,1.0,2.0,40.7618637085,-73.9250946045,1.0,0.0,0.0,N,60,39,0.0,0.0,7.0,0.82,1.0,0,2.0,2014-04-01 16:05:20,5.0
612755,2.0,,2,40.764003753699996,-73.9013061523,,0.0,3.0,2014-04-02 11:33:35,0.5,0.0,1.0,2.0,40.7639884949,-73.9013137817,1.0,0.0,0.0,N,54,42,0.0,0.0,3.5,0.0,1.0,0,2.0,2014-04-02 11:31:34,2.0
208120,8.3,B02598,30,,,,,17.7174331829,2014-04-30 10:33:00,,4.97,,,40.7201,-73.992,,0.0,0.0,,52,41,,,,3.10868289592,,1,,2014-04-30 10:23:00,10.0
1615400,4.9,,25,40.852275848400005,-73.9415206909,,1.0,14.0,2014-04-25 16:39:22,0.5,0.02,1.0,1.0,40.8744163513,-73.9097137451,1.0,0.0,0.0,N,63,44,3.0,0.0,18.5,3.75,1.0,0,2.0,2014-04-25 16:26:04,13.0
1776081,4.3,,28,40.789806366,-73.9698410034,,1.0,8.0,2014-04-28 18:42:26,0.5,0.0,2.0,1.0,40.785537719699995,-73.94998168949999,1.0,0.0,0.0,N,67,45,1.8,0.0,11.3,1.4,1.0,0,2.0,2014-04-28 18:33:59,8.0
362026,8.5,B02682,5,,,,,24.0595124581,2014-04-05 02:08:00,,0.0,,,40.7721,-73.9559,,0.0,0.0,,54,40,,,,1.8815423566999998,,1,,2014-04-05 02:01:00,7.0
1594471,4.9,,25,40.8453140259,-73.9404067993,,0.5,4.0,2014-04-25 01:15:27,0.5,0.02,1.0,1.0,40.8384056091,-73.9416427612,1.0,0.0,0.0,N,63,44,1.12,0.0,6.12,0.54,1.0,0,2.0,2014-04-25 01:13:24,2.0
1651231,5.4,,26,40.756149291999996,-73.8864517212,,0.5,6.0,2014-04-26 02:54:07,0.5,0.92,1.0,2.0,40.747261047399995,-73.8873596191,1.0,0.0,0.0,N,67,46,0.0,0.0,7.0,0.9,1.0,0,1.0,2014-04-26 02:47:39,6.0
660019,3.8,,3,40.687557220500004,-73.9712371826,,1.0,9.0,2014-04-03 16:34:17,0.5,0.07,1.0,1.0,40.689071655300005,-73.9949493408,1.0,0.0,0.0,N,67,46,2.0,0.0,12.5,1.42,1.0,0,2.0,2014-04-03 16:22:37,11.0
76618,6.9,B02598,9,,,,,23.6231074003,2014-04-09 07:47:00,,0.0,,,40.7644,-73.9958,,0.0,0.0,,61,45,,,,2.8849706225,,1,,2014-04-09 07:37:00,10.0
979466,6.9,,10,40.8311805725,-73.9203948975,,1.0,17.0,2014-04-10 19:25:24,0.5,0.0,1.0,2.0,40.881645202600005,-73.8824234009,1.0,0.0,0.0,N,58,42,0.0,0.0,18.5,4.03,1.0,0,2.0,2014-04-10 19:07:24,18.0
1149462,7.4,,14,40.6930580139,-73.9927825928,,0.0,4.5,2014-04-14 07:33:40,0.5,0.0,6.0,2.0,40.681137085,-73.9558334351,1.0,0.0,0.0,N,75,59,0.0,0.0,5.0,0.46,1.0,0,2.0,2014-04-14 07:29:05,4.0
1127886,5.8,,13,40.7339820862,-73.87093353270001,,0.0,11.0,2014-04-13 16:50:00,0.5,0.0,4.0,2.0,40.7422676086,-73.9127197266,1.0,0.0,0.0,N,77,54,0.0,0.0,11.5,2.4,1.0,0,1.0,2014-04-13 16:38:53,11.0
1335865,5.4,,18,40.7466087341,-73.9029846191,,0.5,9.5,2014-04-18 21:32:10,0.5,0.0,1.0,2.0,40.772373199499995,-73.9053421021,1.0,0.0,0.0,N,49,35,0.0,0.0,10.5,2.49,1.0,0,2.0,2014-04-18 21:24:12,7.0
258784,5.8,B02617,11,,,,,21.0450761856,2014-04-11 16:26:00,,0.0,,,40.7467,-73.9938,,0.0,0.0,,75,56,,,,2.2888753609599997,,1,,2014-04-11 16:19:00,7.0
1615021,4.9,,25,40.705291748,-74.00723266600001,,1.0,16.5,2014-04-25 16:37:14,0.5,0.02,4.0,1.0,40.696884155300005,-73.991355896,1.0,0.0,0.0,N,63,44,5.25,0.0,23.25,3.7,1.0,0,2.0,2014-04-25 16:16:54,20.0
1647586,5.4,,26,40.7645111084,-73.884765625,,0.5,16.5,2014-04-26 01:43:00,0.5,0.92,6.0,1.0,40.7986907959,-73.9416885376,1.0,0.0,0.0,N,67,46,0.0,5.33,22.83,5.4,1.0,0,2.0,2014-04-26 01:32:27,10.0
910582,6.9,,8,40.8190803528,-73.91260528560001,,0.5,12.0,2014-04-08 23:33:58,0.5,0.34,1.0,2.0,40.8088188171,-73.9520797729,1.0,0.0,0.0,N,64,46,0.0,0.0,13.0,2.92,1.0,0,2.0,2014-04-08 23:21:00,12.0
833271,4.3,,6,40.765029907199995,-73.93171691890001,,0.5,5.5,2014-04-06 22:18:09,0.5,0.0,1.0,1.0,40.7542114258,-73.9421005249,1.0,0.0,0.0,N,61,36,1.8,0.0,8.3,0.93,1.0,0,2.0,2014-04-06 22:14:26,3.0
1047357,4.3,,12,40.74609375,-73.9480209351,,0.5,26.5,2014-04-12 02:30:21,0.5,0.0,1.0,2.0,40.822834014899996,-73.94538879390001,1.0,0.0,0.0,N,73,50,0.0,0.0,27.5,8.18,1.0,0,2.0,2014-04-12 02:06:40,23.0
980624,6.9,,10,40.642333984400004,-73.9618835449,,1.0,22.5,2014-04-10 19:51:25,0.5,0.0,1.0,2.0,40.703227996799995,-73.9866333008,1.0,0.0,0.0,N,58,42,0.0,0.0,24.0,7.05,1.0,0,2.0,2014-04-10 19:30:23,21.0
