,dteday,hour,holiday,year,workingday,temp,atemp,hum,windspeed,casual,registered,counts,spring,summer,fall,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm
5173,2011-08-08,11,0,0,1,0.82,0.7424,0.48,0.3582,90,89,179,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5174,2011-08-08,12,0,0,1,0.82,0.7576,0.46,0.2537,48,134,182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5175,2011-08-08,13,0,0,1,0.84,0.7576,0.44,0.2985,43,108,151,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5177,2011-08-08,15,0,0,1,0.84,0.7576,0.41,0.2985,40,86,126,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5178,2011-08-08,16,0,0,1,0.86,0.7727,0.39,0.2836,64,218,282,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5179,2011-08-08,17,0,0,1,0.86,0.7727,0.39,0.1642,67,460,527,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5180,2011-08-08,18,0,0,1,0.84,0.7576,0.41,0.1343,64,465,529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5181,2011-08-08,19,0,0,1,0.82,0.7424,0.43,0.1045,64,352,416,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5182,2011-08-08,20,0,0,1,0.8,0.7576,0.55,0.0,71,215,286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5183,2011-08-08,21,0,0,1,0.76,0.7121,0.58,0.0896,30,156,186,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5185,2011-08-08,23,0,0,1,0.74,0.6970000000000001,0.66,0.1045,19,53,72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5189,2011-08-09,3,0,0,1,0.72,0.6818,0.62,0.0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5190,2011-08-09,4,0,0,1,0.7,0.6667,0.74,0.0,1,6,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5192,2011-08-09,6,0,0,1,0.72,0.6667,0.64,0.0,6,95,101,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5194,2011-08-09,8,0,0,1,0.74,0.6970000000000001,0.66,0.0,40,352,392,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5195,2011-08-09,9,0,0,1,0.78,0.7424,0.62,0.1343,34,141,175,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5196,2011-08-09,10,0,0,1,0.8,0.7727,0.59,0.2239,55,89,144,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5197,2011-08-09,11,0,0,1,0.8,0.7727,0.59,0.2239,61,88,149,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5198,2011-08-09,12,0,0,1,0.82,0.7879,0.56,0.19399999999999998,60,125,185,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5200,2011-08-09,14,0,0,1,0.86,0.7879,0.44,0.2836,53,95,148,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5201,2011-08-09,15,0,0,1,0.86,0.7727,0.39,0.2836,58,106,164,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5202,2011-08-09,16,0,0,1,0.86,0.7727,0.39,0.2985,57,228,285,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5204,2011-08-09,18,0,0,1,0.8,0.7576,0.55,0.19399999999999998,97,488,585,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5205,2011-08-09,19,0,0,1,0.8,0.7424,0.49,0.1045,69,302,371,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5206,2011-08-09,20,0,0,1,0.8,0.7273,0.43,0.19399999999999998,34,258,292,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5207,2011-08-09,21,0,0,1,0.78,0.6970000000000001,0.46,0.2537,46,184,230,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5208,2011-08-09,22,0,0,1,0.78,0.6970000000000001,0.46,0.2985,28,127,155,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5209,2011-08-09,23,0,0,1,0.76,0.6818,0.48,0.2836,22,53,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5210,2011-08-10,0,0,0,1,0.74,0.6667,0.51,0.2239,19,18,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5211,2011-08-10,1,0,0,1,0.72,0.6667,0.54,0.19399999999999998,7,10,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5212,2011-08-10,2,0,0,1,0.72,0.6667,0.54,0.1642,1,10,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5213,2011-08-10,3,0,0,1,0.7,0.6515,0.58,0.1642,1,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5214,2011-08-10,4,0,0,1,0.7,0.6515,0.54,0.1343,1,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5216,2011-08-10,6,0,0,1,0.68,0.6364,0.61,0.0,9,110,119,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5217,2011-08-10,7,0,0,1,0.7,0.6515,0.58,0.0896,16,289,305,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5219,2011-08-10,9,0,0,1,0.76,0.6818,0.48,0.2239,32,148,180,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5220,2011-08-10,10,0,0,1,0.8,0.7273,0.43,0.2239,41,72,113,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5221,2011-08-10,11,0,0,1,0.8,0.7121,0.41,0.3881,54,95,149,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5222,2011-08-10,12,0,0,1,0.82,0.7273,0.38,0.2985,74,166,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5225,2011-08-10,15,0,0,1,0.86,0.7424,0.3,0.3284,53,141,194,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5226,2011-08-10,16,0,0,1,0.86,0.7424,0.26,0.2985,76,206,282,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5227,2011-08-10,17,0,0,1,0.84,0.7121,0.26,0.2985,71,513,584,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5229,2011-08-10,19,0,0,1,0.8,0.6970000000000001,0.26,0.2537,79,334,413,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5230,2011-08-10,20,0,0,1,0.76,0.6667,0.31,0.1343,59,253,312,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5231,2011-08-10,21,0,0,1,0.76,0.6667,0.33,0.1045,47,162,209,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5232,2011-08-10,22,0,0,1,0.74,0.6515,0.37,0.0,17,122,139,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5233,2011-08-10,23,0,0,1,0.74,0.6515,0.37,0.0896,14,94,108,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5234,2011-08-11,0,0,0,1,0.7,0.6364,0.45,0.1045,6,40,46,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5235,2011-08-11,1,0,0,1,0.7,0.6364,0.45,0.1343,9,17,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5236,2011-08-11,2,0,0,1,0.66,0.6212,0.54,0.1343,3,8,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5237,2011-08-11,3,0,0,1,0.64,0.6212,0.57,0.1343,2,7,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5238,2011-08-11,4,0,0,1,0.64,0.6212,0.57,0.1642,1,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5239,2011-08-11,5,0,0,1,0.64,0.6212,0.61,0.19399999999999998,2,23,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5240,2011-08-11,6,0,0,1,0.62,0.6061,0.65,0.1642,5,101,106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5241,2011-08-11,7,0,0,1,0.66,0.6212,0.54,0.1343,15,292,307,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5242,2011-08-11,8,0,0,1,0.7,0.6364,0.45,0.1642,29,361,390,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5243,2011-08-11,9,0,0,1,0.72,0.6515,0.39,0.2239,31,166,197,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5245,2011-08-11,11,0,0,1,0.76,0.6667,0.35,0.2537,59,128,187,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5246,2011-08-11,12,0,0,1,0.78,0.6818,0.31,0.2537,50,164,214,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5247,2011-08-11,13,0,0,1,0.76,0.6667,0.31,0.2239,51,166,217,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5248,2011-08-11,14,0,0,1,0.8,0.6970000000000001,0.29,0.0,39,103,142,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5251,2011-08-11,17,0,0,1,0.8,0.6970000000000001,0.29,0.2537,96,486,582,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5252,2011-08-11,18,0,0,1,0.78,0.6818,0.29,0.0896,74,497,571,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5254,2011-08-11,20,0,0,1,0.72,0.6515,0.37,0.1343,56,232,288,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5255,2011-08-11,21,0,0,1,0.7,0.6515,0.48,0.0896,35,171,206,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5256,2011-08-11,22,0,0,1,0.7,0.6515,0.48,0.0,34,123,157,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5257,2011-08-11,23,0,0,1,0.66,0.6212,0.5,0.1642,22,105,127,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5259,2011-08-12,1,0,0,1,0.64,0.6212,0.53,0.1343,4,19,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5260,2011-08-12,2,0,0,1,0.62,0.6212,0.57,0.19399999999999998,0,15,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5261,2011-08-12,3,0,0,1,0.62,0.6212,0.53,0.1642,0,9,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5262,2011-08-12,4,0,0,1,0.62,0.6212,0.53,0.1343,0,5,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5263,2011-08-12,5,0,0,1,0.6,0.6212,0.56,0.1343,2,24,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5264,2011-08-12,6,0,0,1,0.62,0.6212,0.5,0.1343,3,73,76,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5265,2011-08-12,7,0,0,1,0.64,0.6212,0.44,0.1642,17,247,264,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5266,2011-08-12,8,0,0,1,0.68,0.6364,0.39,0.2239,29,397,426,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5267,2011-08-12,9,0,0,1,0.72,0.6515,0.34,0.1343,27,178,205,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5268,2011-08-12,10,0,0,1,0.74,0.6515,0.33,0.1045,44,86,130,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5270,2011-08-12,12,0,0,1,0.8,0.6970000000000001,0.27,0.0,55,167,222,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5271,2011-08-12,13,0,0,1,0.78,0.6818,0.29,0.0896,74,179,253,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5273,2011-08-12,15,0,0,1,0.8,0.6970000000000001,0.29,0.1642,59,190,249,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5275,2011-08-12,17,0,0,1,0.82,0.7121,0.26,0.0,93,423,516,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5277,2011-08-12,19,0,0,1,0.74,0.6667,0.42,0.2239,101,284,385,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5278,2011-08-12,20,0,0,1,0.72,0.6515,0.42,0.2239,77,210,287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5279,2011-08-12,21,0,0,1,0.7,0.6515,0.48,0.1343,73,153,226,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5280,2011-08-12,22,0,0,1,0.68,0.6364,0.51,0.0,74,157,231,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5281,2011-08-12,23,0,0,1,0.68,0.6364,0.51,0.0,51,100,151,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5283,2011-08-13,1,0,0,0,0.68,0.6364,0.57,0.0896,13,64,77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5284,2011-08-13,2,0,0,0,0.68,0.6364,0.57,0.0,16,58,74,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5286,2011-08-13,4,0,0,0,0.64,0.6061,0.73,0.1343,5,5,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5287,2011-08-13,5,0,0,0,0.64,0.6061,0.73,0.1045,3,15,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5288,2011-08-13,6,0,0,0,0.64,0.6061,0.73,0.0896,3,19,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5289,2011-08-13,7,0,0,0,0.66,0.6212,0.74,0.19399999999999998,10,34,44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5290,2011-08-13,8,0,0,0,0.7,0.6515,0.65,0.1642,28,90,118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5291,2011-08-13,9,0,0,0,0.7,0.6667,0.74,0.1642,70,138,208,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5292,2011-08-13,10,0,0,0,0.72,0.6970000000000001,0.74,0.2239,97,163,260,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5293,2011-08-13,11,0,0,0,0.74,0.6970000000000001,0.7,0.19399999999999998,122,192,314,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5294,2011-08-13,12,0,0,0,0.66,0.5909,0.89,0.1642,175,246,421,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5295,2011-08-13,13,0,0,0,0.74,0.7121,0.74,0.3284,61,92,153,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5296,2011-08-13,14,0,0,0,0.74,0.6970000000000001,0.7,0.2537,113,146,259,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5297,2011-08-13,15,0,0,0,0.68,0.6364,0.79,0.3582,150,208,358,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5299,2011-08-13,17,0,0,0,0.72,0.6970000000000001,0.74,0.2537,97,172,269,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5300,2011-08-13,18,0,0,0,0.7,0.6667,0.74,0.2239,123,169,292,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5301,2011-08-13,19,0,0,0,0.68,0.6364,0.79,0.2836,67,170,237,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5302,2011-08-13,20,0,0,0,0.68,0.6364,0.83,0.2239,78,105,183,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5303,2011-08-13,21,0,0,0,0.68,0.6364,0.83,0.3881,40,127,167,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5304,2011-08-13,22,0,0,0,0.68,0.6364,0.83,0.3881,36,118,154,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5305,2011-08-13,23,0,0,0,0.66,0.6061,0.83,0.3284,25,95,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5307,2011-08-14,1,0,0,0,0.64,0.5758,0.89,0.2239,16,57,73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5308,2011-08-14,2,0,0,0,0.64,0.5758,0.89,0.2239,13,49,62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5310,2011-08-14,4,0,0,0,0.64,0.5606,0.94,0.19399999999999998,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5311,2011-08-14,5,0,0,0,0.64,0.5606,0.94,0.1642,1,9,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5312,2011-08-14,6,0,0,0,0.64,0.5606,0.94,0.1045,2,4,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5314,2011-08-14,8,0,0,0,0.66,0.5909,0.89,0.2836,20,21,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5315,2011-08-14,9,0,0,0,0.66,0.5909,0.89,0.2836,27,76,103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5317,2011-08-14,11,0,0,0,0.7,0.6667,0.79,0.19399999999999998,81,117,198,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,2011-08-14,12,0,0,0,0.7,0.6667,0.79,0.2239,98,183,281,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5319,2011-08-14,13,0,0,0,0.72,0.6970000000000001,0.74,0.2537,144,233,377,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,2011-08-14,14,0,0,0,0.74,0.6970000000000001,0.7,0.19399999999999998,126,244,370,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,2011-08-14,15,0,0,0,0.74,0.6970000000000001,0.66,0.19399999999999998,128,203,331,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,2011-08-14,16,0,0,0,0.74,0.6970000000000001,0.66,0.1642,116,176,292,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5323,2011-08-14,17,0,0,0,0.76,0.7121,0.62,0.1343,133,196,329,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,2011-08-14,18,0,0,0,0.74,0.6970000000000001,0.66,0.1642,125,222,347,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,2011-08-14,19,0,0,0,0.72,0.6970000000000001,0.74,0.2239,75,184,259,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,2011-08-14,21,0,0,0,0.6,0.5455,0.88,0.4925,51,104,155,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5328,2011-08-14,22,0,0,0,0.6,0.5455,0.88,0.4925,14,25,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5329,2011-08-14,23,0,0,0,0.6,0.5606,0.83,0.0,5,22,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5332,2011-08-15,2,0,0,1,0.6,0.5606,0.83,0.0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5333,2011-08-15,3,0,0,1,0.6,0.5606,0.83,0.19399999999999998,1,6,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5334,2011-08-15,4,0,0,1,0.6,0.5606,0.83,0.1343,1,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5335,2011-08-15,5,0,0,1,0.6,0.5455,0.88,0.19399999999999998,3,14,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5336,2011-08-15,6,0,0,1,0.6,0.5455,0.88,0.2537,3,87,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5337,2011-08-15,7,0,0,1,0.6,0.5455,0.88,0.2537,10,248,258,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5338,2011-08-15,8,0,0,1,0.64,0.5909,0.78,0.3284,29,326,355,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5339,2011-08-15,9,0,0,1,0.64,0.5909,0.78,0.3284,52,170,222,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5341,2011-08-15,11,0,0,1,0.72,0.6818,0.62,0.2537,41,112,153,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5343,2011-08-15,13,0,0,1,0.78,0.7121,0.52,0.2836,53,140,193,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5344,2011-08-15,14,0,0,1,0.74,0.6818,0.55,0.0896,56,95,151,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5345,2011-08-15,15,0,0,1,0.74,0.6818,0.55,0.2985,49,133,182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5346,2011-08-15,16,0,0,1,0.74,0.6818,0.55,0.3284,58,225,283,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5347,2011-08-15,17,0,0,1,0.74,0.6667,0.51,0.2836,59,471,530,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5349,2011-08-15,19,0,0,1,0.7,0.6515,0.65,0.0,54,343,397,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5350,2011-08-15,20,0,0,1,0.66,0.6212,0.74,0.1343,45,240,285,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5351,2011-08-15,21,0,0,1,0.66,0.6212,0.65,0.19399999999999998,34,150,184,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5353,2011-08-15,23,0,0,1,0.64,0.6061,0.69,0.2239,11,77,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5355,2011-08-16,1,0,0,1,0.64,0.6061,0.69,0.1642,4,12,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5356,2011-08-16,2,0,0,1,0.62,0.5909,0.73,0.2239,1,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5357,2011-08-16,3,0,0,1,0.62,0.5909,0.73,0.2239,1,5,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5358,2011-08-16,4,0,0,1,0.64,0.6061,0.69,0.2985,0,5,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5359,2011-08-16,5,0,0,1,0.62,0.5909,0.73,0.2836,1,29,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5360,2011-08-16,6,0,0,1,0.62,0.5909,0.73,0.3284,4,115,119,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5361,2011-08-16,7,0,0,1,0.64,0.6061,0.69,0.2537,18,328,346,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5362,2011-08-16,8,0,0,1,0.7,0.6515,0.58,0.4478,24,417,441,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5363,2011-08-16,9,0,0,1,0.68,0.6364,0.61,0.2836,27,171,198,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5364,2011-08-16,10,0,0,1,0.7,0.6515,0.58,0.3881,28,83,111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5365,2011-08-16,11,0,0,1,0.74,0.6667,0.51,0.2239,40,110,150,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5366,2011-08-16,12,0,0,1,0.76,0.6818,0.48,0.3284,42,120,162,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
